Task_4, 0, 0, 0.000563, 0.017701, 2024-12-12 02:01:14.032925, 2024-12-12 02:01:14.051064
Task_3, 2, 2, 0.000000, 0.019116, 2024-12-12 02:01:14.033962, 2024-12-12 02:01:14.054059
Task_1, 2, 0, 0.000000, 0.026595, 2024-12-12 02:01:14.033449, 2024-12-12 02:01:14.060557
Task_0, 0, 2, 0.000000, 0.029197, 2024-12-12 02:01:14.032925, 2024-12-12 02:01:14.063111
Task_7, 0, 1, 0.000000, 0.034851, 2024-12-12 02:01:14.032925, 2024-12-12 02:01:14.068282
Task_4, 2, 1, 0.000000, 0.000548, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.586493
Task_6, 1, 1, 0.000000, 0.012348, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.597778
Task_5, 1, 0, 0.000000, 0.017376, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.602779
Task_7, 0, 0, 0.000000, 0.019319, 2024-12-12 02:02:14.583493, 2024-12-12 02:02:14.604779
Task_3, 2, 0, 0.000000, 0.021754, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.607787
Task_0, 3, 0, 0.000133, 0.021425, 2024-12-12 02:02:14.585493, 2024-12-12 02:02:14.607787
Task_1, 2, 2, 0.000000, 0.022465, 2024-12-12 02:02:14.585360, 2024-12-12 02:02:14.608300
Task_9, 1, 2, 0.000000, 0.033719, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.619299
Task_2, 0, 1, 0.001000, 0.037366, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.622300
Task_8, 0, 2, 0.000000, 0.037649, 2024-12-12 02:02:14.584493, 2024-12-12 02:02:14.623308
Task_3, 0, 2, 0.000000, 0.000650, 2024-12-12 02:04:12.726695, 2024-12-12 02:04:12.728695
Task_1, 2, 2, 0.000000, 0.005981, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.734413
Task_5, 1, 1, 0.001001, 0.020228, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.748296
Task_4, 1, 0, 0.000000, 0.027478, 2024-12-12 02:04:12.726695, 2024-12-12 02:04:12.755802
Task_2, 0, 1, 0.000000, 0.028623, 2024-12-12 02:04:12.726695, 2024-12-12 02:04:12.756489
Task_0, 0, 0, 0.000000, 0.030910, 2024-12-12 02:04:12.726695, 2024-12-12 02:04:12.758485
Task_6, 2, 0, 0.000000, 0.034731, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.763486
Task_7, 1, 2, 0.000000, 0.035541, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.764492
Task_8, 2, 1, 0.000000, 0.037254, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.765489
Task_9, 3, 0, 0.000000, 0.039300, 2024-12-12 02:04:12.727696, 2024-12-12 02:04:12.768481
Task_7, 2, 2, 0.000000, 0.006399, 2024-12-12 02:04:27.287069, 2024-12-12 02:04:27.293724
Task_2, 0, 2, 0.000000, 0.007946, 2024-12-12 02:04:27.286038, 2024-12-12 02:04:27.294606
Task_5, 2, 1, 0.000516, 0.017624, 2024-12-12 02:04:27.287069, 2024-12-12 02:04:27.305054
Task_1, 0, 1, 0.000519, 0.024841, 2024-12-12 02:04:27.286038, 2024-12-12 02:04:27.311234
Task_4, 2, 0, 0.000000, 0.024294, 2024-12-12 02:04:27.286553, 2024-12-12 02:04:27.311748
Task_0, 1, 2, 0.000000, 0.028832, 2024-12-12 02:04:27.286553, 2024-12-12 02:04:27.316281
Task_6, 1, 1, 0.000515, 0.032989, 2024-12-12 02:04:27.286553, 2024-12-12 02:04:27.319802
Task_9, 3, 0, 0.000000, 0.034180, 2024-12-12 02:04:27.287069, 2024-12-12 02:04:27.322308
Task_8, 0, 0, 0.000521, 0.035529, 2024-12-12 02:04:27.285519, 2024-12-12 02:04:27.322308
Task_3, 1, 0, 0.000000, 0.034979, 2024-12-12 02:04:27.286038, 2024-12-12 02:04:27.322308
Task_5, 2, 2, 0.000000, 0.001026, 2024-12-12 02:04:38.110061, 2024-12-12 02:04:38.111597
Task_0, 2, 1, 0.000510, 0.006891, 2024-12-12 02:04:38.110061, 2024-12-12 02:04:38.117213
Task_8, 0, 0, 0.000515, 0.009045, 2024-12-12 02:04:38.109040, 2024-12-12 02:04:38.119210
Task_3, 1, 1, 0.000000, 0.013193, 2024-12-12 02:04:38.109551, 2024-12-12 02:04:38.123211
Task_2, 2, 0, 0.000000, 0.014957, 2024-12-12 02:04:38.109551, 2024-12-12 02:04:38.125466
Task_6, 3, 0, 0.000000, 0.019856, 2024-12-12 02:04:38.110061, 2024-12-12 02:04:38.130613
Task_7, 1, 0, 0.000511, 0.027882, 2024-12-12 02:04:38.109551, 2024-12-12 02:04:38.137801
Task_9, 0, 1, 0.000000, 0.028923, 2024-12-12 02:04:38.109040, 2024-12-12 02:04:38.138315
Task_1, 0, 2, 0.000000, 0.036919, 2024-12-12 02:04:38.109040, 2024-12-12 02:04:38.146669
Task_9, 2, 1, 0.000000, 0.001339, 2024-12-12 02:04:42.697319, 2024-12-12 02:04:42.699367
Task_1, 1, 1, 0.000000, 0.005341, 2024-12-12 02:04:42.696808, 2024-12-12 02:04:42.702942
Task_6, 1, 2, 0.000511, 0.011129, 2024-12-12 02:04:42.697319, 2024-12-12 02:04:42.708620
Task_7, 1, 0, 0.000000, 0.014154, 2024-12-12 02:04:42.696808, 2024-12-12 02:04:42.711675
Task_5, 2, 0, 0.000000, 0.017530, 2024-12-12 02:04:42.697319, 2024-12-12 02:04:42.715671
Task_3, 2, 2, 0.000000, 0.022110, 2024-12-12 02:04:42.697319, 2024-12-12 02:04:42.720719
Task_0, 0, 0, 0.000513, 0.024436, 2024-12-12 02:04:42.696808, 2024-12-12 02:04:42.721715
Task_2, 0, 1, 0.000000, 0.027542, 2024-12-12 02:04:42.696808, 2024-12-12 02:04:42.724715
Task_4, 0, 2, 0.000000, 0.037016, 2024-12-12 02:04:42.696808, 2024-12-12 02:04:42.734293
Task_8, 3, 0, 0.000515, 0.036960, 2024-12-12 02:04:42.697834, 2024-12-12 02:04:42.735363
Task_0, 1, 2, 0.000000, 0.005804, 2024-12-12 02:04:48.446909, 2024-12-12 02:04:48.453557
Task_4, 3, 0, 0.000000, 0.012537, 2024-12-12 02:04:48.447423, 2024-12-12 02:04:48.460558
Task_2, 1, 0, 0.000514, 0.016014, 2024-12-12 02:04:48.446909, 2024-12-12 02:04:48.463559
Task_7, 0, 1, 0.000000, 0.017515, 2024-12-12 02:04:48.446395, 2024-12-12 02:04:48.464559
Task_3, 1, 1, 0.000000, 0.026091, 2024-12-12 02:04:48.446909, 2024-12-12 02:04:48.473562
Task_5, 0, 0, 0.000513, 0.028545, 2024-12-12 02:04:48.446395, 2024-12-12 02:04:48.475562
Task_1, 0, 2, 0.000000, 0.027714, 2024-12-12 02:04:48.446395, 2024-12-12 02:04:48.475562
Task_6, 2, 1, 0.000514, 0.028111, 2024-12-12 02:04:48.447423, 2024-12-12 02:04:48.476103
Task_8, 2, 2, 0.000000, 0.031806, 2024-12-12 02:04:48.447423, 2024-12-12 02:04:48.480100
Task_9, 2, 0, 0.000000, 0.036594, 2024-12-12 02:04:48.446909, 2024-12-12 02:04:48.484101
